2015-12-07 16:45:57,133 [main ] INFO  Constant - Copying defaults from /home/stephen/src/bdd-security/zap/./xml/config.xml to /home/stephen/src/bdd-security/zap/tmp/config.xml
2015-12-07 16:45:57,134 [main ] INFO  Constant - Creating directory /home/stephen/src/bdd-security/zap/tmp/session
2015-12-07 16:45:57,134 [main ] INFO  Constant - Creating directory /home/stephen/src/bdd-security/zap/tmp/dirbuster
2015-12-07 16:45:57,134 [main ] INFO  Constant - Creating directory /home/stephen/src/bdd-security/zap/tmp/fuzzers
2015-12-07 16:45:57,134 [main ] INFO  Constant - Creating directory /home/stephen/src/bdd-security/zap/tmp/plugin
2015-12-07 16:45:57,175 [main ] INFO  Constant - Backing up config file to /home/stephen/src/bdd-security/zap/tmp/config.xml.bak
2015-12-07 16:45:57,177 [main ] INFO  Constant - Upgraded from 1004000
2015-12-07 16:45:57,217 [main ] INFO  DaemonBootstrap - OWASP ZAP 2.4.3 started.
2015-12-07 16:45:57,375 [main ] INFO  ENGINE - dataFileCache open start
2015-12-07 16:45:57,386 [main ] INFO  ENGINE - dataFileCache open end
2015-12-07 16:45:57,568 [main ] INFO  AbstractParam - Setting config api.key = zapapisecret was null
2015-12-07 16:45:57,569 [main ] INFO  AbstractParam - Setting config spider.thread = 10 was 2
2015-12-07 16:45:57,569 [main ] INFO  AbstractParam - Setting config connection.proxyChain.hostName =  was 
2015-12-07 16:45:57,569 [main ] INFO  AbstractParam - Setting config connection.proxyChain.port = 80 was 8080
2015-12-07 16:45:57,569 [main ] INFO  AbstractParam - Setting config scanner.threadPerHost = 20 was 2
2015-12-07 16:45:57,569 [main ] INFO  AbstractParam - Setting config connection.proxyChain.enabled = true was null
2015-12-07 16:45:57,570 [main ] INFO  SSLConnector - Reading supported SSL/TLS protocols...
2015-12-07 16:45:57,570 [main ] INFO  SSLConnector - Using a SSLEngine...
2015-12-07 16:45:57,771 [main ] INFO  SSLConnector - Done reading supported SSL/TLS protocols: [SSLv2Hello, SSLv3, TLSv1, TLSv1.1, TLSv1.2]
2015-12-07 16:45:57,773 [main ] INFO  OptionsParamCertificate - Unsafe SSL renegotiation disabled.
2015-12-07 16:45:57,784 [ZAP-daemon] INFO  ExtensionFactory - Loading extensions
2015-12-07 16:45:58,390 [ZAP-daemon] INFO  ExtensionFactory - Extensions loaded
2015-12-07 16:45:58,490 [ZAP-daemon] INFO  FilterFactory - loaded filter Change user agent to other browsers. 
2015-12-07 16:45:58,490 [ZAP-daemon] INFO  FilterFactory - loaded filter Detect insecure or potentially malicious content in HTTP responses.
2015-12-07 16:45:58,490 [ZAP-daemon] INFO  FilterFactory - loaded filter Detect and alert 'Set-cookie' attempt in HTTP response for modification.
2015-12-07 16:45:58,490 [ZAP-daemon] INFO  FilterFactory - loaded filter Avoid browser cache (strip off IfModifiedSince)
2015-12-07 16:45:58,490 [ZAP-daemon] INFO  FilterFactory - loaded filter Log cookies sent by browser.
2015-12-07 16:45:58,491 [ZAP-daemon] INFO  FilterFactory - loaded filter Log unique GET queries into file:filter/get.xls
2015-12-07 16:45:58,491 [ZAP-daemon] INFO  FilterFactory - loaded filter Log unique POST queries into file:  filter/post.xls
2015-12-07 16:45:58,491 [ZAP-daemon] INFO  FilterFactory - loaded filter Log request and response into file: filter/message.txt
2015-12-07 16:45:58,491 [ZAP-daemon] INFO  FilterFactory - loaded filter Replace HTTP request body using defined pattern.
2015-12-07 16:45:58,491 [ZAP-daemon] INFO  FilterFactory - loaded filter Replace HTTP request header using defined pattern.
2015-12-07 16:45:58,491 [ZAP-daemon] INFO  FilterFactory - loaded filter Replace HTTP response body using defined pattern.
2015-12-07 16:45:58,491 [ZAP-daemon] INFO  FilterFactory - loaded filter Replace HTTP response header using defined pattern.
2015-12-07 16:45:58,491 [ZAP-daemon] INFO  FilterFactory - loaded filter Send ZAP session request ID
2015-12-07 16:45:58,558 [ZAP-daemon] INFO  ExtensionLoader - Initializing Allows ZAP to check for updates
2015-12-07 16:45:58,560 [ZAP-daemon] INFO  ExtensionLoader - Initializing ExtensionViewOption
2015-12-07 16:45:58,560 [ZAP-daemon] INFO  ExtensionLoader - Initializing ExtensionEdit
2015-12-07 16:45:58,560 [ZAP-daemon] INFO  ExtensionLoader - Initializing ExtensionFilter
2015-12-07 16:45:58,560 [ZAP-daemon] INFO  ExtensionLoader - Initializing Provides a rest based API for controlling and accessing ZAP
2015-12-07 16:45:58,576 [ZAP-daemon] INFO  ExtensionLoader - Initializing ExtensionState
2015-12-07 16:45:58,576 [ZAP-daemon] INFO  ExtensionLoader - Initializing ExtensionHistory
